,full_name,team,position,height,inches,weight,birth_date,age,years_exp,college,number,nflfastr_name
1997,Nick Vannett,DEN,TE,"6'6""",78,261,1993-03-06,27.0,4.0,Ohio State,88,N.Vannett
1998,Nick Vigil,LAC,OLB,"6'2""",74,235,1993-08-20,27.0,4.0,Utah State,59,N.Vigil
1999,Nick Westbrook-Ikhine,TEN,WR,"6'2""",74,211,1997-03-21,23.0,0.0,Indiana,15,N.Westbrook-Ikhine
2000,Nick Williams,DET,DT,"6'4""",76,310,1990-02-21,30.0,7.0,Samford,97,N.Williams
2001,Nick Williams,DET,DT,"6'4""",76,310,1990-02-21,30.0,7.0,Samford,97,N.Williams
2002,Nickell Robey-Coleman,PHI,CB,"5'8""",68,180,1992-01-17,28.0,7.0,USC,31,N.Robey-Coleman
2003,Nigel Bradham,NO,ILB,"6'2""",74,240,1989-09-04,30.0,8.0,Florida State,53,N.Bradham
2004,Nigel Warrior,BAL,S,"6'1""",73,197,1997-12-14,22.0,0.0,Tennessee,39,N.Warrior
2005,Nik Needham,MIA,CB,"6'0""",72,193,1996-11-04,23.0,1.0,Texas-El Paso,40,N.Needham
2006,Niko Lalos,NYG,DE,"6'5""",77,270,1997-06-25,23.0,0.0,Dartmouth,79,N.Lalos
2007,Noah Brown,DAL,WR,"6'2""",74,225,1996-01-06,24.0,3.0,Ohio State,85,N.Brown
2008,Noah Dawkins,TB,ILB,"6'1""",73,235,1997-08-13,23.0,1.0,The Citadel,52,N.Dawkins
2009,Noah Fant,DEN,TE,"6'4""",76,249,1997-11-20,22.0,1.0,Iowa,87,N.Fant
2010,Noah Igbinoghene,MIA,CB,"5'11""",71,197,1999-11-27,20.0,0.0,Auburn,46,N.Igbinoghene
2011,Noah Spence,NO,DE,"6'2""",74,251,1994-01-08,26.0,4.0,Eastern Kentucky,57,N.Spence
2012,Nsimba Webster,LA,WR,"5'10""",70,180,1996-01-27,24.0,1.0,Eastern Washington,14,N.Webster
2013,Nyheim Hines,IND,RB,"5'9""",69,196,1996-11-12,23.0,2.0,North Carolina State,21,N.Hines
2014,O'Shea Dugas,CIN,G,"6'4""",76,335,1996-09-22,23.0,1.0,Louisiana Tech,70,O.Dugas
2015,O.J. Howard,TB,TE,"6'6""",78,251,1994-11-18,25.0,3.0,Alabama,80,O.Howard
2016,Oday Aboushi,DET,G,"6'5""",77,315,1991-06-05,29.0,7.0,Virginia,76,O.Aboushi
2017,Odell Beckham Jr.,CLE,WR,"5'11""",71,198,1992-11-05,27.0,6.0,LSU,13,O.BeckhamJr.
2018,Ogbonnia Okoronkwo,LA,OLB,"6'2""",74,253,1995-04-24,25.0,2.0,Oklahoma,45,O.Okoronkwo
2019,Olamide Zaccheaus,ATL,WR,"5'8""",68,193,1997-07-23,23.0,1.0,Virginia,17,O.Zaccheaus
2020,Olasunkanmi Adeniyi,PIT,OLB,"6'1""",73,248,1997-09-12,22.0,2.0,Toledo,92,O.Adeniyi
2021,Oli Udoh,MIN,OT,"6'6""",78,325,1997-02-14,23.0,1.0,Elon,74,O.Udoh
2022,Olive Sagapolu,DET,DT,"6'2""",74,331,1997-02-17,23.0,1.0,Wisconsin,78,O.Sagapolu
2023,Olivier Vernon,CLE,DE,"6'2""",74,262,1990-10-07,29.0,8.0,Miami (FL),54,O.Vernon
2024,Olubunmi Rotimi,CHI,DE,"6'3""",75,273,1995-07-16,23.0,1.0,None,74,O.Rotimi
2025,Omar Bayless,CAR,WR,"6'3""",75,207,1996-12-15,23.0,0.0,Arkansas State,17,O.Bayless
2026,Omari Cobb,KC,LB,"6'4""",76,223,1997-05-31,23.0,0.0,Marshall,59,O.Cobb
2027,Oren Burks,GB,ILB,"6'3""",75,233,1995-03-21,25.0,2.0,Vanderbilt,42,O.Burks
2028,Orlando Brown Jr.,BAL,OT,"6'8""",80,345,1996-05-02,24.0,2.0,Oklahoma,78,O.BrownJr.
2029,Oshane Ximines,NYG,OLB,"6'4""",76,252,1996-12-07,23.0,1.0,Old Dominion,53,O.Ximines
2030,Otaro Alaka,BAL,OLB,"6'3""",75,239,1996-05-18,24.0,1.0,Texas A&M,50,O.Alaka
2031,P.J. Hall,HOU,DT,"6'0""",72,305,1995-04-05,25.0,2.0,Sam Houston State,48,P.Hall
2032,P.J. Locke,DEN,S,"5'10""",70,202,1997-02-12,23.0,1.0,Texas,37,P.Locke
2033,P.J. Walker,CAR,QB,"5'11""",71,210,1995-02-26,25.0,3.0,Temple,6,P.Walker
2034,P.J. Williams,NO,CB,"6'0""",72,196,1993-06-01,27.0,5.0,Florida State,26,P.Williams
2035,Parker Ehinger,BAL,G,"6'6""",78,310,1992-12-30,27.0,4.0,Cincinnati,70,P.Ehinger
2036,Parker Hesse,TEN,TE,"6'3""",75,261,1995-05-26,25.0,1.0,Iowa,83,P.Hesse
2037,Parnell Motley,TB,CB,"6'0""",72,180,1997-10-28,22.0,0.0,Oklahoma,39,P.Motley
2038,Parris Campbell,IND,WR,"6'0""",72,205,1997-07-16,23.0,1.0,Ohio State,15,P.Campbell
2039,Parry Nickerson,JAX,CB,"5'10""",70,182,1994-10-11,25.0,2.0,Tulane,35,P.Nickerson
2040,Pat Elflein,MIN,G,"6'3""",75,303,1994-07-06,26.0,3.0,Ohio State,65,P.Elflein
2041,Pat O'Donnell,CHI,P,"6'4""",76,212,1991-02-22,29.0,6.0,Miami (FL),16,P.O'Donnell
2042,Patrick Carr,SEA,RB,"5'8""",68,207,1995-09-22,24.0,0.0,Houston,39,P.Carr
2043,Patrick Chung,NE,FS,"5'11""",71,215,1987-08-19,33.0,11.0,Oregon,23,P.Chung
2044,Patrick DiMarco,BUF,FB,"6'1""",73,234,1989-04-30,31.0,9.0,South Carolina,42,P.DiMarco
2045,Patrick Laird,MIA,RB,"6'0""",72,205,1995-08-17,25.0,1.0,California,32,P.Laird
2046,Patrick Mahomes,KC,QB,"6'3""",75,230,1995-09-17,24.0,3.0,Texas Tech,15,P.Mahomes
2047,Patrick Mekari,BAL,G,"6'4""",76,308,1997-08-13,23.0,1.0,California,65,P.Mekari
2048,Patrick Morris,DEN,C,"6'3""",75,300,1995-02-13,25.0,2.0,TCU,50,P.Morris
2049,Patrick O'Connor,TB,DE,"6'4""",76,270,1993-11-01,26.0,3.0,Eastern Michigan,79,P.O'Connor
2050,Patrick Omameh,NO,G,"6'4""",76,327,1989-12-29,30.0,7.0,Michigan,60,P.Omameh
2051,Patrick Onwuasor,NYJ,OLB,"6'0""",72,227,1992-08-22,28.0,4.0,Portland State,51,P.Onwuasor
2052,Patrick Peterson,ARI,CB,"6'1""",73,203,1990-07-11,30.0,9.0,LSU,21,P.Peterson
2053,Patrick Queen,BAL,LB,"6'0""",72,229,1999-08-13,21.0,0.0,LSU,48,P.Queen
2054,Patrick Ricard,BAL,FB,"6'3""",75,311,1994-05-27,26.0,3.0,Maine,42,P.Ricard
2055,Patrick Robinson,NO,CB,"5'11""",71,191,1987-09-07,32.0,10.0,Florida State,21,P.Robinson
2056,Patrick Scales,CHI,LS,"6'3""",75,228,1988-02-11,32.0,9.0,Utah State,48,P.Scales
2057,Patrick Taylor,GB,RB,"6'2""",74,222,1998-04-29,22.0,0.0,Memphis,27,P.Taylor
2058,Paul Adams,WAS,OT,"6'6""",78,315,1995-05-17,25.0,1.0,Missouri,79,P.Adams
2059,Paxton Lynch,PIT,QB,"6'7""",79,244,1994-02-12,26.0,4.0,Memphis,5,P.Lynch
2060,Penny Hart,SEA,WR,"5'8""",68,180,1996-07-05,24.0,1.0,Georgia State,19,P.Hart
2061,Pernell McPhee,BAL,OLB,"6'3""",75,265,1988-12-17,31.0,9.0,Mississippi State,90,P.McPhee
2062,Peter Kalambayi,HOU,ILB,"6'3""",75,254,1995-06-26,25.0,2.0,Stanford,58,P.Kalambayi
2063,Peyton Barber,WAS,RB,"5'11""",71,225,1994-02-27,26.0,4.0,Auburn,25,P.Barber
2064,Pharaoh Brown,CLE,TE,"6'6""",78,258,1994-05-04,26.0,3.0,Oregon,86,P.Brown
2065,Pharoh Cooper,CAR,WR,"5'11""",71,208,1995-03-07,25.0,4.0,South Carolina,14,P.Cooper
2066,Phil Haynes,SEA,G,"6'4""",76,322,1995-10-19,24.0,1.0,Wake Forest,60,P.Haynes
2067,Philip Rivers,IND,QB,"6'5""",77,228,1981-12-08,38.0,16.0,North Carolina State,17,P.Rivers
2068,Phillip Dorsett II,SEA,WR,"5'10""",70,192,1993-01-05,27.0,5.0,Miami (FL),11,P.DorsettII
2069,Phillip Gaines,HOU,CB,"6'0""",72,193,1991-04-04,29.0,6.0,Rice,29,P.Gaines
2070,Phillip Lindsay,DEN,RB,"5'8""",68,190,1994-07-24,26.0,2.0,Colorado,30,P.Lindsay
2071,Picasso Nelson Jr.,MIA,CB,"5'10""",70,193,1996-04-15,24.0,1.0,Southern Mississippi,45,P.NelsonJr.
2072,Pierre Desir,NYJ,CB,"6'1""",73,192,1990-09-08,29.0,6.0,Lindenwood,35,P.Desir
2073,Poona Ford,SEA,DT,"5'11""",71,310,1995-11-19,24.0,2.0,Texas,97,P.Ford
2074,Porter Gustin,CLE,DE,"6'5""",77,257,1997-02-08,23.0,1.0,USC,97,P.Gustin
2075,Preston Smith,GB,OLB,"6'5""",77,265,1992-11-17,27.0,5.0,Mississippi State,91,P.Smith
2076,Preston Williams,MIA,WR,"6'5""",77,218,1997-03-27,23.0,1.0,Colorado State,18,P.Williams
2077,Prince Amukamara,LV,CB,"6'0""",72,204,1989-06-06,31.0,9.0,Nebraska,21,P.Amukamara
2078,Prince Tega Wanogho,PHI,OL,"6'5""",77,308,1997-11-22,22.0,0.0,Auburn,72,P.TegaWanogho
2079,Qadree Ollison,ATL,RB,"6'1""",73,232,1996-09-08,23.0,1.0,Pittsburgh,30,Q.Ollison
2080,Quandre Diggs,SEA,FS,"5'9""",69,198,1993-01-22,27.0,5.0,Texas,37,Q.Diggs
2081,Quartney Davis,MIN,WR,"6'2""",74,200,1998-04-07,22.0,0.0,Texas A&M,14,Q.Davis
2082,Quentin Poling,MIN,OLB,"6'1""",73,235,1994-08-17,26.0,2.0,Ohio,43,Q.Poling
2083,Quenton Meeks,LAC,CB,"6'1""",73,209,1996-06-20,24.0,2.0,Stanford,29,Q.Meeks
2084,Quenton Nelson,IND,G,"6'5""",77,330,1996-03-19,24.0,2.0,Notre Dame,56,Q.Nelson
2085,Quez Watkins,PHI,WR,"6'2""",74,190,1998-06-09,22.0,0.0,Southern Mississippi,80,Q.Watkins
2086,Quin Blanding,CAR,FS,"6'2""",74,207,1996-05-01,24.0,2.0,Virginia,37,Q.Blanding
2087,Quincy McDuffie,DAL,WR,"5'9""",69,178,1990-01-01,28.0,1.0,Central Florida,14,Q.McDuffie
2088,Quincy Williams,JAX,OLB,"5'11""",71,225,1996-08-28,23.0,1.0,Murray State,56,Q.Williams
2089,Quincy Wilson,NYJ,CB,"6'2""",74,193,1996-08-16,24.0,3.0,Florida,27,Q.Wilson
2090,Quindarius Thagard,BUF,DT,"6'4""",76,291,1995-12-05,24.0,1.0,Alabama-Birmingham,63,Q.Thagard
2091,Quinn Bailey,DEN,OT,"6'6""",78,323,1995-10-18,24.0,1.0,Arizona State,75,Q.Bailey
2092,Quinnen Williams,NYJ,DE,"6'3""",75,303,1997-12-21,22.0,1.0,Alabama,95,Q.Williams
2093,Quintez Cephus,DET,WR,"6'1""",73,202,1998-04-01,22.0,0.0,Wisconsin,87,Q.Cephus
2094,Quinton Bell,TB,OLB,"6'4""",76,253,1996-05-09,24.0,1.0,Prairie View A&M,57,Q.Bell
2095,Quinton Dunbar,SEA,CB,"6'2""",74,202,1992-07-22,28.0,5.0,Florida,22,Q.Dunbar
2096,Quinton Jefferson,BUF,DT,"6'4""",76,291,1993-03-31,27.0,4.0,Maryland,90,Q.Jefferson
2097,Quinton Spain,BUF,G,"6'4""",76,330,1991-08-07,29.0,5.0,West Virginia,67,Q.Spain
2098,RJ McIntosh,NYG,DE,"6'4""",76,283,1996-06-02,24.0,2.0,Miami (FL),90,R.McIntosh
2099,Raekwon Davis,MIA,DT,"6'7""",79,313,1997-08-21,23.0,0.0,Alabama,98,R.Davis
2100,Raekwon McMillan,MIA,LB,"6'2""",74,242,1995-11-17,24.0,3.0,Ohio State,52,R.McMillan
2101,Raequan Williams,PHI,DT,"6'4""",76,305,1997-02-14,23.0,0.0,Michigan State,61,R.Williams
2102,Raheem Mostert,SF,RB,"5'10""",70,197,1992-04-09,28.0,5.0,Purdue,31,R.Mostert
2103,Rakeem Nunez-Roches,TB,DE,"6'2""",74,307,1993-07-03,27.0,5.0,Southern Mississippi,56,R.Nunez-Roches
2104,Randall Cobb,HOU,WR,"5'10""",70,195,1990-08-22,30.0,9.0,Kentucky,18,R.Cobb
2105,Randy Bullock,CIN,K,"5'9""",69,210,1989-12-16,30.0,8.0,Texas A&M,4,R.Bullock
2106,Randy Gregory,DAL,DE,"6'5""",77,255,1992-11-23,27.0,5.0,Nebraska,94,R.Gregory
2107,Randy Ramsey,GB,OLB,"6'3""",75,238,1995-09-07,24.0,1.0,Arkansas,56,R.Ramsey
2108,Rashaad Coward,CHI,G,"6'5""",77,326,1994-11-06,25.0,3.0,Old Dominion,69,R.Coward
2109,Rashaad Penny,SEA,RB,"5'11""",71,220,1996-02-02,24.0,2.0,San Diego State,20,R.Penny
2110,Rashaan Evans,TEN,ILB,"6'2""",74,232,1995-11-08,24.0,2.0,Alabama,54,R.Evans
2111,Rashaan Melvin,JAX,CB,"6'2""",74,194,1989-10-02,30.0,7.0,Northern Illinois,22,R.Melvin
2112,Rashad Fenton,KC,CB,"5'11""",71,188,1997-02-17,23.0,1.0,South Carolina,27,R.Fenton
2113,Rashad Smith,CHI,LB,"6'1""",73,220,1997-04-20,23.0,0.0,Florida Atlantic,44,R.Smith
2114,Rashan Gary,GB,OLB,"6'5""",77,277,1997-12-03,22.0,1.0,Michigan,52,R.Gary
2115,Rashard Davis,TEN,WR,"5'9""",69,175,1995-09-14,24.0,3.0,James Madison,12,R.Davis
2116,Rashard Higgins,CLE,WR,"6'1""",73,198,1994-10-07,25.0,4.0,Colorado State,82,R.Higgins
2117,Rashard Lawrence,ARI,DT,"6'3""",75,311,1998-09-27,21.0,0.0,LSU,92,R.Lawrence
2118,Rasheem Green,SEA,OLB,"6'4""",76,279,1997-05-15,23.0,2.0,USC,94,R.Green
2119,Rashod Hill,MIN,OT,"6'6""",78,313,1992-01-12,28.0,4.0,Southern Mississippi,69,R.Hill
2120,Rasul Douglas,PHI,CB,"6'2""",74,209,1995-08-29,24.0,3.0,West Virginia,32,R.Douglas
2121,Raven Greene,GB,FS,"5'11""",71,197,1995-02-02,25.0,2.0,James Madison,24,R.Greene
2122,Ray Wilborn,ATL,DB,"6'4""",76,224,1997-04-01,23.0,0.0,Ball State,48,R.Wilborn
2123,Raymond Calais,TB,RB,"5'8""",68,182,1998-04-02,22.0,0.0,Louisiana-Lafayette,43,R.Calais
2124,Rayshawn Jenkins,LAC,FS,"6'1""",73,220,1994-01-25,26.0,3.0,Miami (FL),23,R.Jenkins
2125,Reggie Begelton,GB,WR,"6'0""",72,200,1993-08-31,26.0,0.0,Lamar,84,R.Begelton
2126,Reggie Bonnafon,CAR,RB,"6'0""",72,215,1996-01-04,24.0,2.0,Louisville,39,R.Bonnafon
2127,Reggie Davis,CHI,WR,"5'11""",71,185,1995-11-22,24.0,3.0,Georgia,18,R.Davis
2128,Reggie Gilbert,TEN,OLB,"6'4""",76,260,1993-04-01,27.0,4.0,Arizona,93,R.Gilbert
2129,Reggie Hall,NYJ,CB,"6'1""",73,207,1995-09-14,22.0,0.0,None,6,R.Hall
2130,Reggie Ragland,DET,LB,"6'2""",74,252,1993-09-23,26.0,4.0,Alabama,59,R.Ragland
2131,Reggie Robinson II,DAL,CB,"6'1""",73,205,1997-04-14,23.0,0.0,Tulsa,41,R.RobinsonII
2132,Reggie Walker,ARI,OLB,"6'2""",74,250,1996-04-22,24.0,0.0,Kansas State,56,R.Walker
2133,Reid Ferguson,BUF,LS,"6'2""",74,235,1994-03-24,26.0,4.0,LSU,69,R.Ferguson
2134,Renell Wren,CIN,NT,"6'5""",77,315,1995-10-23,24.0,1.0,Arizona State,95,R.Wren
2135,Reuben Foster,WAS,ILB,"6'1""",73,228,1994-04-04,26.0,3.0,Alabama,56,R.Foster
2136,Rex Burkhead,NE,RB,"5'10""",70,215,1990-07-02,30.0,7.0,Nebraska,34,R.Burkhead
2137,Ricardo Allen,ATL,FS,"5'9""",69,186,1991-12-18,28.0,6.0,Purdue,37,R.Allen
2138,Ricardo Louis,MIA,WR,"6'2""",74,215,1994-03-23,26.0,4.0,Auburn,80,R.Louis
2139,Richard Rodgers,WAS,TE,"6'4""",76,257,1992-01-22,28.0,6.0,California,86,R.Rodgers
2140,Richard Sherman,SF,CB,"6'3""",75,195,1988-03-30,32.0,9.0,Stanford,25,R.Sherman
2141,Richie Incognito,LV,G,"6'3""",75,325,1983-07-05,37.0,15.0,Nebraska,64,R.Incognito
2142,Richie James Jr.,SF,WR,"5'9""",69,185,1995-09-05,24.0,2.0,Middle Tennessee State,13,R.JamesJr.
2143,Rick Leonard,HOU,G,"6'7""",79,311,1996-11-22,23.0,2.0,Florida State,72,R.Leonard
2144,Rick Lovato,PHI,LS,"6'2""",74,249,1992-09-09,27.0,5.0,Old Dominion,45,R.Lovato
2145,Rick Wagner,GB,OT,"6'6""",78,308,1989-10-21,30.0,7.0,Wisconsin,71,R.Wagner
2146,Ricky Seals-Jones,KC,TE,"6'5""",77,243,1995-03-15,25.0,3.0,Texas A&M,83,R.Seals-Jones
2147,Rico Dowdle,DAL,RB,"6'0""",72,216,1998-01-06,22.0,0.0,South Carolina,42,R.Dowdle
2148,Rico Gafford,LV,WR,"5'10""",70,185,1996-05-23,24.0,2.0,Wyoming,10,R.Gafford
2149,Rigoberto Sanchez,IND,P,"6'0""",72,195,1994-09-08,25.0,3.0,Hawaii,8,R.Sanchez
2150,Riley Dixon,NYG,P,"6'4""",76,221,1993-08-24,26.0,4.0,Syracuse,9,R.Dixon
2151,Riley Reiff,MIN,OT,"6'6""",78,305,1988-12-01,31.0,8.0,Iowa,71,R.Reiff
2152,Riley Ridley,CHI,WR,"6'1""",73,200,1996-07-21,24.0,1.0,Georgia,88,R.Ridley
2153,Rob Gronkowski,TB,TE,"6'6""",78,268,1989-05-14,31.0,10.0,Arizona,87,R.Gronkowski
2154,Rob Havenstein,LA,OT,"6'8""",80,330,1992-05-13,28.0,5.0,Wisconsin,79,R.Havenstein
2155,Robbie Gould,SF,K,"6'0""",72,190,1982-12-06,37.0,15.0,Penn State,9,R.Gould
2156,Robby Anderson,CAR,WR,"6'3""",75,190,1993-05-09,27.0,4.0,Temple,11,R.Anderson
2157,Robert Alford,ARI,CB,"5'10""",70,186,1988-11-01,31.0,7.0,Southeastern Louisiana,23,R.Alford
2158,Robert Davis,PHI,WR,"6'3""",75,210,1995-04-02,25.0,3.0,Georgia State,14,R.Davis
2159,Robert Foster,BUF,WR,"6'2""",74,196,1994-05-07,26.0,2.0,Alabama,16,R.Foster
2160,Robert Griffin III,BAL,QB,"6'2""",74,213,1990-02-12,30.0,8.0,Baylor,3,R.GriffinIII
2161,Robert Hunt,MIA,OT,"6'6""",78,323,1996-08-25,23.0,0.0,Louisiana-Lafayette,68,R.Hunt
2162,Robert Jackson,CLE,CB,"6'2""",74,207,1993-12-08,26.0,2.0,UNLV,34,R.Jackson
2163,Robert McCray,CLE,DE,"6'1""",73,273,1996-03-24,24.0,2.0,Indiana,52,R.McCray
2164,Robert Quinn,CHI,OLB,"6'4""",76,257,1990-05-18,30.0,9.0,North Carolina,94,R.Quinn
2165,Robert Spillane,PIT,ILB,"6'1""",73,229,1995-12-14,24.0,2.0,Western Michigan,41,R.Spillane
2166,Robert Tonyan,GB,TE,"6'5""",77,237,1994-04-30,26.0,3.0,Indiana State,85,R.Tonyan
2167,Robert Windsor,IND,DT,"6'5""",77,287,1997-01-15,23.0,0.0,Penn State,93,R.Windsor
2168,Robert Woods,LA,WR,"6'0""",72,195,1992-04-10,28.0,7.0,USC,17,R.Woods
2169,Rock Ya-Sin,IND,CB,"6'0""",72,192,1996-05-23,24.0,1.0,Temple,26,R.Ya-Sin
2170,Rod Smith,LV,RB,"6'3""",75,236,1992-01-10,28.0,5.0,Ohio State,36,R.Smith
2171,Rod Taylor,CIN,G,"6'3""",75,320,1994-10-26,24.0,1.0,None,64,R.Taylor
2172,Roderick Johnson,HOU,OT,"6'6""",78,306,1995-11-28,24.0,3.0,Florida State,63,R.Johnson
2173,Rodger Saffold III,TEN,G,"6'5""",77,325,1988-06-06,32.0,10.0,Indiana,76,R.SaffoldIII
2174,Rodney Anderson,CIN,RB,"6'0""",72,224,1996-09-12,23.0,1.0,Oklahoma,33,R.Anderson
2175,Rodney Clemons,KC,S,"6'0""",72,209,1996-12-28,23.0,0.0,Southern Methodist,40,R.Clemons
2176,Rodney Gunter,JAX,DT,"6'5""",77,305,1992-01-19,28.0,5.0,Delaware State,99,R.Gunter
2177,Rodney Hudson,LV,C,"6'2""",74,315,1989-07-12,31.0,9.0,Florida State,61,R.Hudson
2178,Rodney McLeod,PHI,FS,"5'10""",70,195,1990-06-23,30.0,8.0,Virginia,23,R.McLeod
2179,Rodrigo Blankenship,IND,K,"6'1""",73,191,1997-01-29,23.0,0.0,Georgia,3,R.Blankenship
2180,Rolan Milligan,IND,SS,"5'10""",70,200,1994-08-16,26.0,4.0,Toledo,42,R.Milligan
2181,Romeo Finley,LAC,LB,"6'1""",73,213,1997-11-13,22.0,0.0,Miami (FL),47,R.Finley
2182,Romeo Okwara,DET,DE,"6'4""",76,263,1995-06-17,25.0,4.0,Notre Dame,95,R.Okwara
2183,Ron'Dell Carter,DAL,DE,"6'3""",75,269,1997-07-03,23.0,0.0,James Madison,68,R.Carter
2184,Ronald Blair III,SF,DE,"6'4""",76,270,1993-01-21,27.0,4.0,Appalachian State,98,R.BlairIII
2185,Ronald Darby,WAS,CB,"5'11""",71,194,1994-01-02,26.0,5.0,Florida State,35,R.Darby
2186,Ronald Jones II,TB,RB,"5'11""",71,208,1997-08-03,23.0,2.0,USC,27,R.JonesII
2187,Ronnie Harrison,JAX,SS,"6'3""",75,207,1997-04-18,23.0,2.0,Alabama,36,R.Harrison
2188,Ronnie Stanley,BAL,OT,"6'6""",78,315,1994-03-18,26.0,4.0,Notre Dame,79,R.Stanley
2189,Roosevelt Nix,IND,FB,"5'11""",71,248,1992-03-30,28.0,6.0,Kent State,33,R.Nix
2190,Roquan Smith,CHI,ILB,"6'0""",72,230,1997-04-08,23.0,2.0,Georgia,58,R.Smith
2191,Ross Blacklock,HOU,DT,"6'3""",75,290,1998-07-09,22.0,0.0,TCU,90,R.Blacklock
2192,Ross Dwelley,SF,TE,"6'5""",77,240,1995-01-26,25.0,2.0,San Diego,82,R.Dwelley
2193,Ross Matiscik,JAX,LS,"6'0""",72,235,1996-09-13,23.0,0.0,Baylor,49,R.Matiscik
2194,Ross Pierschbacher,WAS,C,"6'4""",76,315,1995-05-05,25.0,1.0,Alabama,64,R.Pierschbacher
2195,Ross Reynolds,SF,G,"6'4""",76,295,1995-09-14,24.0,1.0,Iowa,76,R.Reynolds
2196,Ross Travis,NYJ,TE,"6'6""",78,248,1993-01-09,27.0,5.0,Penn State,43,R.Travis
2197,Roy Robertson-Harris,CHI,DT,"6'5""",77,292,1993-07-23,27.0,4.0,Texas-El Paso,95,R.Robertson-Harris
2198,Royce Freeman,DEN,RB,"6'0""",72,238,1996-02-24,24.0,2.0,Oregon,28,R.Freeman
2199,Royce Lafrance,NO,DE,"6'3""",75,245,1993-07-17,24.0,1.0,Tulane,0,R.Lafrance
2200,Rudy Ford,PHI,SS,"6'0""",72,204,1994-11-01,25.0,3.0,Auburn,36,R.Ford
2201,Rushel Shell III,PIT,RB,"5'10""",70,233,1993-09-07,24.0,1.0,West Virginia,7,R.ShellIII
2202,Russell Bodine,DET,C,"6'3""",75,308,1992-06-30,28.0,6.0,North Carolina,60,R.Bodine
2203,Russell Gage,ATL,WR,"6'0""",72,184,1996-01-22,24.0,2.0,LSU,83,R.Gage
2204,Russell Okung,CAR,OT,"6'5""",77,310,1988-10-07,31.0,10.0,Oklahoma State,76,R.Okung
2205,Russell Wilson,SEA,QB,"5'11""",71,215,1988-11-29,31.0,8.0,Wisconsin,3,R.Wilson
2206,Ryan Anderson,WAS,OLB,"6'2""",74,255,1994-08-12,26.0,3.0,Alabama,52,R.Anderson
2207,Ryan Bates,BUF,OT,"6'4""",76,302,1997-02-14,23.0,1.0,Penn State,71,R.Bates
2208,Ryan Becker,ARI,TE,"6'5""",77,248,1997-12-23,22.0,0.0,Southern Methodist,80,R.Becker
2209,Ryan Bee,WAS,DE,"6'7""",79,280,1995-11-12,24.0,1.0,Marshall,92,R.Bee
2210,Ryan Connelly,NYG,ILB,"6'2""",74,242,1995-10-03,24.0,1.0,Wisconsin,57,R.Connelly
2211,Ryan Finley,CIN,QB,"6'4""",76,207,1994-12-26,25.0,1.0,North Carolina State,5,R.Finley
2212,Ryan Fitzpatrick,MIA,QB,"6'2""",74,228,1982-11-24,37.0,15.0,Harvard,14,R.Fitzpatrick
2213,Ryan Griffin,TB,QB,"6'5""",77,210,1989-11-17,30.0,7.0,Tulane,4,R.Griffin
2214,Ryan Griffin,NYJ,TE,"6'6""",78,255,1990-01-11,30.0,7.0,Connecticut,84,R.Griffin
2215,Ryan Groy,LAC,G,"6'5""",77,320,1990-09-30,29.0,6.0,Wisconsin,72,R.Groy
2216,Ryan Hunter,KC,G,"6'3""",75,316,1995-04-01,25.0,2.0,Bowling Green,60,R.Hunter
2217,Ryan Izzo,NE,TE,"6'5""",77,255,1995-12-21,24.0,2.0,Florida State,85,R.Izzo
2218,Ryan Jensen,TB,C,"6'4""",76,319,1991-05-27,29.0,7.0,Colorado State-Pueblo,66,R.Jensen
2219,Ryan Kelly,IND,C,"6'4""",76,307,1993-05-30,27.0,4.0,Alabama,78,R.Kelly
2220,Ryan Kerrigan,WAS,OLB,"6'4""",76,265,1988-08-16,32.0,9.0,Purdue,91,R.Kerrigan
2221,Ryan Lewis,WAS,CB,"6'0""",72,195,1994-04-15,26.0,3.0,Pittsburgh,24,R.Lewis
2222,Ryan Nall,CHI,RB,"6'2""",74,239,1995-12-27,24.0,2.0,Oregon State,35,R.Nall
2223,Ryan Neal,SEA,CB,"6'3""",75,200,1995-12-24,24.0,2.0,Southern Illinois,35,R.Neal
2224,Ryan Pope,JAX,OT,"6'7""",79,315,1996-10-17,23.0,1.0,San Diego State,67,R.Pope
2225,Ryan Ramczyk,NO,OT,"6'6""",78,314,1994-04-22,26.0,3.0,Wisconsin,71,R.Ramczyk
2226,Ryan Roberts,LAC,OT,"6'6""",78,305,1996-10-03,23.0,0.0,Florida State,67,R.Roberts
2227,Ryan Smith,TB,CB,"5'11""",71,189,1993-09-07,26.0,4.0,North Carolina Central,29,R.Smith
2228,Ryan Switzer,PIT,WR,"5'8""",68,185,1994-11-04,25.0,3.0,North Carolina,10,R.Switzer
2229,Ryan Tannehill,TEN,QB,"6'4""",76,207,1988-07-27,32.0,8.0,Texas A&M,17,R.Tannehill
2230,Ryan Winslow,ARI,P,"6'5""",77,217,1994-04-30,26.0,2.0,Pittsburgh,9,R.Winslow
2231,Ryquell Armstead,JAX,RB,"5'11""",71,220,1996-10-30,23.0,1.0,Temple,23,R.Armstead
2232,Saahdiq Charles,WAS,OL,"6'4""",76,321,1999-07-26,21.0,0.0,LSU,77,S.Charles
2233,Saeed Blacknall,PIT,WR,"6'2""",74,208,1996-03-17,24.0,2.0,Penn State,80,S.Blacknall
